,Text,Difficulty,Difficulty Annotator 1,Difficulty Annotator 2,Difficulty Annotator 3
774,"Alors dans les années 70, la Côte d’Azur avait déjà sacrifié sa côte à l’urbanisation et, c’est pour éviter que le littoral français ne devienne un mur de béton que le conservatoire a été créé, il rachète depuis les terrains grâce à des fonds publics.",,C1,C1,C1
775,Et j’imagine qu’il n’est pas facile pour les communes de choisir entre la protection des paysages et les retombées économiques générées par l’urbanisation. ,,C1,C1,C1
776,"Non non, évidemment, mais elles se rendent compte que le vert peut valoir de l’or et que la nature attire les touristes et c’est souvent de plus en plus et à la demande des communes que le conservatoire agit.",,C1,C1,C1
777,"C’est le cas par exemple de l’île Tristan dans le Finistère, c’est en face de Douarnenez, une île auparavant privée mais les propriétaires avaient du mal à financer son entretien ; la mairie a appelé le conservatoire au secours.",,C1,C1,C1
778,Et tous les terrains Nathalie qui ont été acquis par le conservatoire sont effectivement ouverts au public.,,C1,C1,C1
779,"Et ils sont très fréquentés, imaginez, trente millions de visiteurs par an ça devient d’ailleurs problématique parce que l’entretien coûte de plus en plus cher.",,C1,C1,C1
780,"Mais justement, n’est-il pas dommage d’aménager des espaces sauvages ?",,C1,C1,C1
781,Et comment le conservatoire finance-t-il la protection du littoral et l’accueil du public ?,,C1,C1,C1
782,Et c’est tout ça qu’on appelle le mécénat écologique ?,,C1,C1,C1
783,Parce que vos produits sont plus chers ?,,B2,B2,B2
784,"Et si vous avez envie de visiter sur le papier avant d’aller sur le terrain, un très beau livre vient de paraître.",,C1,C1,C1
785,Elles sont magnifiques et les textes sont très beaux aussi.,,B2,B2,B2
786,"L’apprentissage du code et plus largement d’une culture générale du numérique à l’école est une mesure réclamée depuis longtemps par l’Académie des sciences, soutenue par des acteurs qui comptent dans le secteur numérique.",,C2,C2,C2
787,"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d’accord pour que la programmation informatique soient enseignée à l’école (24 % à partir du primaire, 41 % à partir du collège).",,C2,C2,C2
788,Mais cette initiative suscite par ailleurs beaucoup de réticences.,,C1,C1,C1
789,On entend souvent l’argument selon lequel on n’a pas besoin de connaître la mécanique pour apprendre à conduire.,,C1,C1,C1
790,"Le nombre insuffisant de professeurs formés est également un frein pour beaucoup d’adversaires de cette mesure, qui la jugent inapplicable.",,C2,C2,C2
791,"Entre ceux qui ne jurent que par l’introduction de l’informatique dans l’enseignement obligatoire, et ceux qui ont peur que l’on veuille transformer le primaire en une grande école d’informatique, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun* qui prendra des années.",,C2,C2,C2
792,"L’action de la fondation La Main à la pâte, qui œuvre depuis près de 20 ans pour enseigner la science différemment à l’école, est un exemple dont on pourrait s’inspirer.",,C2,C2,C2
793,"La Fondation  à la pâte a été créée en 2011, dans la continuité de l’opération du même nom lancée en 1995 par l’Académie des sciences à l’initiative du prix Nobel de physique.",,C2,C2,C2
794,"Cette action avait pour objectif, dès l’origine, d’aider les professeurs à enseigner la science et la technologie en mettant en œuvre une pédagogie privilégiant l’expérimentation, la discussion, une pratique active et collective.",,C2,C2,C2
795,"L’idée était de stimuler chez les élèves l’esprit scientifique et les capacités d’expression, de favoriser leur compréhension du monde, et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société (éducation à la santé, au développement durable.",,C2,C2,C2
796,Chacun de ces projets touche en moyenne 10 000 classes.,,B2,B2,B2
797,Un beau succès.,,A2,A2,A2
798,"Une des originalités de la fondation est d’impliquer la communauté scientifique dans la création des ressources pédagogiques, l’accompagnement des classes et la formation continue des enseignants.",,C2,C2,C2
799,"« Ce qui n’a l’air de rien mais constituait une véritable révolution de palais à l’époque, au ministère de l’éducation nationale », confie Monsieur, responsable du secteur production de ressources.",,C2,C2,C2
800,"Un enseignement fondé sur l’expérimentation et la pratique, des objectifs d’apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle : le travail de défrichage réalisé par la fondation dans le domaine des sciences pourrait s’appliquer parfaitement à la problématique de l’enseignement de la culture informatique.",,C2,C2,C2
801,"À vrai dire, elle a déjà commencé à réfléchir à la question.",,C1,C1,C1
802,"Depuis un peu plus de trois ans, elle a commencé à s’intéresser à l’enseignement des mathématiques en lien avec les sciences et la technologie, et, depuis deux ans, aux sciences cognitives, sous l’angle de l’éducation à la santé.",,C2,C2,C2
803,"En partenariat avec l’INPES (Institut National de Prévention et d’Éducation pour la Santé), elle a mis en place un programme sur l’addiction aux écrans, qui aborde le fonctionnement du cerveau, à la limite des neurosciences.",,C2,C2,C2
804,Il a rencontré un grand succès dans les écoles.,,B1,B1,B1
805,Plusieurs milliers de classes ont participé à ce projet.,,B1,B1,B1
806,"« On s’est alors dit que le terrain commençait à être favorable pour l’informatique », raconte t-il.",,C1,C1,C1
807,« Le numérique est un pan de la science.,,C1,C1,C1
808,"Ce ne sont pas des mathématiques appliquées, ni juste de la programmation, ni de l’électronique.",,C2,C2,C2
809,"» Un projet sortira dans deux ans, en partenariat avec l’INRIA (Institut National de Recherche en Informatique et en Automatique).",,C2,C2,C2
810,"En attendant, de petites formations d’initiation à l’algorithmique et au langage informatique, ont été réalisées, pour les professeurs des écoles et des collèges, les inspecteurs et les formateurs d’IUFM (Institut Universitaire de Formation des Maîtres).",,C2,C2,C2
811,"« Le but n’est pas de fabriquer une génération d’ingénieurs informaticiens, explique-t-il.",,C1,C1,C1
812,Notre pays a intérêt à développer la culture technique et scientifique.,,B2,B2,B2
813,"Nous vivons dans un monde interconnecté, mais rares sont les personnes qui comprennent comment ça marche.",,C2,C2,C2
814,"Une conséquence, par exemple, est de ne pas connaître les risques que l’on encourt, notamment en termes de protection des données.",,C2,C2,C2
815,L’idée est aussi de ne pas être passif dans ses usages de la technologie.,,B2,B2,B2
816,"Une machine, ça se contrôle, ça obéit à des instructions.",,B2,B2,B2
817,Mais trop de gens sont encore désarmés face aux ordinateurs.,,C1,C1,C1
818, Il s’agit vraiment d’introduire l’informatique dans la culture générale.,,B2,B2,B2
819,"À l’école, on apprend plein de choses qui ne servent à rien dans la vie de tous les jours mais qui fondent une culture et un référentiel commun.",,C2,C2,C2
820,La science en fait partie.,,B1,B1,B1
821,"
 À cet égard, l’apprentissage du code, qui plus est en périscolaire, est limitatif.",,C2,C2,C2
822,"L’avantage d’un enseignement à l’école, ce sont les liens avec les autres matières, les ponts que sont capables de faire les professeurs.",,C1,C1,C1
823,"Étudier la différence entre un langage naturel et un langage informatique, c’est intéressant quand on enseigne le français.",,C1,C1,C1
824,"Pareil pour les mathématiques , poursuit-il.",,B2,B2,B2
825,Cette notion est très importante.,,B2,B2,B2
826,"Etymologiquement, l’intelligence, c’est la capacité à faire des liens.",,C1,C1,C1
827,"L’école doit s’adapter au XXIe siècle
 Du fait de la progression démographique et du développement des classes moyennes dans le monde, les systèmes éducatifs vont devoir former, d’ici à 2050, autant d’étudiants que durant toute l’histoire de l’humanité réunie.",,C2,C2,C2
828,"D’ici là, « l’infosphère » continuera son expansion vertigineuse ; la masse de connaissances double déjà tous les deux ans.",,C2,C2,C2
829,Il est donc grand temps d’anticiper et de repenser la valeur ajoutée de l’enseignement futur.,,C1,C1,C1
830,L’éducation est censée préparer la jeune génération à l’avenir.,,B2,B2,B2
831,Mais le fait-elle encore ?,,B2,B2,B2
832,"Imparfaitement, en tout cas.",,C1,C1,C1
833,"Une preuve en est que deux millions d’emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus ; rien que dans le secteur informatique, il manque cent mille programmeurs.",,C2,C2,C2
834,"Pour de multiples raisons, l’éducation s’est focalisée sur la spécialisation.",,C2,C2,C2
835,"Or la grande majorité des jeunes n’auront pas « un » emploi mais « des » emplois tout au long de leur vie, surtout si l’on considère l’accélération des technologies et le fait que les enfants qui terminent leurs études maintenant ne seront à la retraite qu’après 2070.",,C2,C2,C2
836,"Même à l’université, les études sont trop focalisées et seuls 5 % des étudiants qui ont un doctorat occuperont une fonction académique.",,C2,C2,C2
837,Les autres seront-ils pour autant formés à un métier ?,,B2,B2,B2
838,On en doute.,,B1,B1,B1
839,"Trop se spécialiser dans un environnement qui change sans cesse, c’est comme rouler vite avec des œillères.",,C2,C2,C2
840,"[…] Dorénavant, il faut que l’enseignement s’intéresse à plusieurs disciplines à la fois.",,C2,C2,C2
841,"Même si l’on admet que l’innovation sera au rendez-vous, à la croisée des technologies – les nano-, bio-, info-, neuro-,… – on oublie encore qu’il faut être capable d’intégrer en même temps les aspects sociétaux, culturels et autres.",,C2,C2,C2
842,Alors pourquoi ne pas commencer dès l’école ?,,B2,B2,B2
843,"Par exemple, l’énergie, la santé, les transports ou le climat peuvent être des thèmes de synthèse intégrant la géographie, l’histoire, la chimie, les mathématiques, la physique… tout en étant déclinés sous l’aspect culturel, artistique, juridique, politique ou économique.",,C2,C2,C2
844,"Pour pallier le manque de compétences transversales, la créativité dans les salles de classe de tous âges pourrait être le fait des élèves eux-mêmes, en devenant des « proconsommateurs » – producteurs et consommateurs – de connaissances.",,C2,C2,C2
845,"Ceci pourrait donner lieu à des jeux interactifs, qui sont un excellent moyen de mémorisation.",,C2,C2,C2
846,Cela permettrait enfin de donner plus de sens – comme un lien avec la vie de tous les jours – à des matières qui peuvent être rédhibitoires.,,C2,C2,C2
847,"En effet, il n’y a pas seulement un problème de contenu, il y a aussi la façon d’enseigner et la motivation d’une finalité.",,C2,C2,C2
848,[…] La gestion de la complexité sera bien le défi majeur du XXIe siècle.,,C2,C2,C2
849,"Si l’éducation préparait à « un » avenir, il faudra qu’elle prépare dès à présent à « des » avenirs.",,C2,C2,C2
850,[…] Qu’en est-il en effet d’une société du savoir si elle n’est pas savante ?,,C2,C2,C2
851,On ne peut plus repenser le contenu d’une culture scolaire commune en se référant à ce qui existe ou a existé.,,C2,C2,C2
852,"Nous vivons dans un univers bouleversé par les révolutions scientifiques et technologiques, par de nouvelles pratiques culturelles.",,C2,C2,C2
853,L’évolution du monde nous oblige à nous ouvrir à une multitude de cultures et de visions.,,C2,C2,C2
854,Nous devons nous envisager autant comme citoyens du monde que comme héritiers d’une vieille nation.,,C2,C2,C2
855,L’évolution de la famille et ses conséquences sur l’éducation des enfants participent également de ce renouvellement.,,C2,C2,C2
856,"Il faut prendre la mesure de ces bouleversements pour repenser les contenus scolaires, les manières de les enseigner et de les apprendre.",,C2,C2,C2
857,"« Lire, écrire, compter » ne sont plus les seuls apprentissages indispensables.",,C2,C2,C2
858,"Nous devons apprendre une multitude de langages: scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps.",,C2,C2,C2
859,Communiquer et penser dans tant de langages impose à l’individu contemporain d’entrer dans des systèmes et des réseaux qu’il doit comprendre et hiérarchiser.,,C2,C2,C2
860,"Il doit en même temps acquérir des automatismes de lecture et de production d’oraux, d’écrits, d’images ou de gestes.",,C2,C2,C2
861,L’école doit former les enfants à se séparer de leur comportement d’usagers pour leur faire adopter une position distanciée qui les aidera à considérer ces langages comme des objets et des véhicules du savoir.,,C2,C2,C2
862,C’est ce décentrage que notre système éducatif ne parvient pas à transmettre aux nombreux élèves en échec.,,C2,C2,C2
863,Que restera-t-il à la rentrée des acquis de l’année scolaire ?,,C1,C1,C1
864,Cerveau et seau de plage jouent-ils les vases communicants ?,,C2,C2,C2
865,"Concentrés toute l’année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser le bains de mer ou de soleil délaver les tables de multiplication, les plus-que-parfait de l’indicatif et autres théorèmes de géométrie si chèrement acquis.",,C2,C2,C2
866,"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour un investissement moyen de 7 euros.",,C2,C2,C2
867,"Cela s’appelle cahier de vacances, et 4,5 millions d’écoliers et d’élèves n’ont d’autre solution que de lui trouver une place dans leur valise.",,C2,C2,C2
868,"Après, c’est une autre affaire.",,B2,B2,B2
869,"A tel point que,
 parmi les parents qui ont investi dans ces produits,
 4,4 % déclarent que leur enfant ne l’a jamais
 ouvert… et 72,2 % qu’il ne l’a utilisé qu’en partie.",,C2,C2,C2
870,"Des chiffres tirés d’une des rares enquêtes sur le
 sujet, réalisée en 2000 (publiée en 2001) par
 l’Institut de recherche sur l’économie de l’éducation  auprès des parents de 2 500 enfants
 de l’académie.",,C2,C2,C2
871,"Qu’est-ce qui peut bien poser problème dans
 ces petits livrets pourtant plutôt attractifs pour que
 seuls 23,4 % de leurs détenteurs arrivent au
 bout ?",,C2,C2,C2
872,"Jeune retraité de l’éducation nationale,
 Roger Rougier a sa réponse.",,C1,C1,C1
873,"« Je les ai subis, et je
 les ai fait subir à mes enfants, jusqu’à ce que j’ose
 m’en affranchir, résume cet inventeur de produits
 plus ludiques.",,C2,C2,C2
874,Je les ai abandonnés le jour où j’ai commencé à faire tenir des cahiers d’été à mes enfants et à créer des jeux avec eux.,,C2,C2,C2
875,Je me souviens d’un été durant lequel nous nous étions beaucoup déplacés en durant lequel nous nous étions beaucoup déplacés en caravane.,,C2,C2,C2
876,"En quittant chaque étape, mes enfants
 dessinaient le lieu ou une personne qu’ils y avaient
 rencontrée.",,C2,C2,C2
877,"A la fin des vacances, nous avons assemblé ces vignettes et créé ensemble un jeu de l’oie.",,C1,C1,C1
878,"Comme support d’échange, ça a été fantastique.",,B2,B2,B2
879,"Nous
 ne pouvions pas faire une partie sans que l’un d’eux
 ne raconte un épisode ou un personnage », rappelle
 celui qui, ni vu ni connu, a fait, par ce biais,
 travailler la narration à ses enfants.",,C2,C2,C2
880,"Fort de ce succès, Roger Rougier a continué à
 développer cette approche amusante des apprentissages.",,C1,C1,C1
881,"Très vite, il s’est mis à créer des fiches de
 logique.",,B2,B2,B2
882,"« Je l’ai fait pour ma classe parce que les
 enfants aiment raisonner, que cela les met en
 confiance et qu’ensuite ils sont disponibles pour une
 leçon », se souvient-il.",,C2,C2,C2
883,"Ce qui est étonnant, c’est
 que les énigmes et les problèmes conçus pour la
 classe régalent aussi les petits vacanciers.",,C2,C2,C2
884,"Explication de l’auteur : « Ce sont des jeux qui obligent
 à une réflexion, un travail intellectuel ; mais l’idée de
 jeu masque le côté labeur ».",,C2,C2,C2
885,"Vendus sous forme de
 petits formats noir et blanc, ses Jeux pour s’entraîner à raisonner ou ses Jeux de calcul mental
  trompent bien leur petit monde !",,C2,C2,C2
886,"Pas au
 point qu’il faille en limiter la consommation, mais
 tout de même…
 D’autres éditeurs exploitent le créneau, et
 Internet regorge de sites intéressants qui permettent une approche moins scolaire, certes, mais
 tellement plus amusante, des mathématiques.",,C2,C2,C2
887,"Comme Monsieur, un informaticien fondateur de la librairie des maths, pour
 qui « il y a tellement de manières d’aimer les
 mathématiques [qu’il propose] de nombreux produits
 plus ou moins littéraires, plus ou moins ludiques ».",,C2,C2,C2
888,"Son espace virtuel, unique en son genre, fête ses
 deux ans d’existence, et propose une belle collection d’alternatives au cahier de vacances.",,C2,C2,C2
889,"Si j’étais parent d’un collégien, je lui conseillerais de lire cet été Le Bizarre Incident du chien pendant la nuit, de Mark Haddon , de jouer au Triolet , qui est une sorte de Scrabble des nombres, deux nouveautés intéressantes.",,C2,C2,C2
890,Mais d’autres pourront préférer L’Assassin des échecs  ou Les Annales du Kangourou (Editions du Kangourou) .,,C2,C2,C2
891,"Pour JeanChristophe Deledicq, l’essentiel est que l’enfant
 se fasse plaisir tout en révisant.",,C2,C2,C2
892,Français et mathématiques sont – personne ne s’en étonnera – les deux disciplines les plus révisées durant l’été.,,C2,C2,C2
893,"Pour mieux maîtriser son
 langage en septembre qu’en juin, l’écrivain
 il propose une approche très personnelle qui
 n’en finit pas de séduire.",,C2,C2,C2
894,Cet auteur tellement lu pour sa Grammaire impertinente propose aussi des Jeux pour lire vite.,,C2,C2,C2
895,De quoi faire aimer la grammaire aux plus récalcitrants !,,B2,B2,B2
896,"Qui résiste
 en effet au plaisir de « schtroumpfer » son texte,
 c’est-à-dire d’y remplacer tous les verbes d’action
 et les participes passés par le verbe « schtroumpfer », correctement accordé, bien sûr ?",,C2,C2,C2
897,Qui se refuserait à trouver le plus rapidement possible le mot le plus long d’un petit texte ?,,C2,C2,C2
898,"Ou à identifier des
 mots cachés… Le tout, les mains dans les poches,
 puisque le principe de ces jeux, c’est que l’enfant
 « travaille » toujours sans crayon.",,C2,C2,C2
899,"Il croit s’amuser, alors qu’il est en train de travailler !",,B2,B2,B2
900,"Comme
 avec Les sorcières sont NRV (Ecole des loisirs), qui
 n’ont pas pris une ride depuis 1988, et où
 articles, adverbes et pronoms entrent dans une
 danse endiablée, ou encore avec LFHE la sorcière
 (Ecole des loisirs), où cette fois ce sont les adjectifs qui sont prestidigitisés.",,C2,C2,C2
901,"D’autres auteurs ont
 exploité ce terrain comme Erik Orsenna et ses
 Chevaliers du subjonctif, sorti à l’automne 2004.",,C2,C2,C2
902,"Pour Yak Rivais, le langage fait certes travailler
 le cerveau, mais aussi l’œil et l’oreille.",,B2,B2,B2
903,"Celui qui,
 à 65 ans, apprécie toujours autant ses visites dans
 les classes, estime que les parents ont parfois trop
 négligé des choses très simples.",,C2,C2,C2
904,"A ses yeux, en
 effet, tout commence avec les comptines, et si
 autant d’enfants ne maîtrisent pas suffisamment
 leur langue maternelle aujourd’hui, c’est qu’on
 a un peu oublié de les aider à développer leur
 oreille.",,C2,C2,C2
905,Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n’emploie que des propositions juxtaposées ?,,C2,C2,C2
906,"Le travail sur le langage
 doit se faire tous les jours, en aidant l’enfant à
 construire des phrases de plus en plus élaborées,
 mais aussi en lui enseignant la musicalité de la
 langue très jeune grâce à ces comptines, insistet-il.",,C2,C2,C2
907,Autant d’acquis essentiels qui n’interdisent pas la révision d’un ou deux points pour l’enfant qui en a vraiment besoin ou envie.,,C2,C2,C2
908,L’idéal est évidemment que le parent sache sur quelles notions son enfant a achoppé durant l’année.,,C2,C2,C2
909,"Mais, attention, repartir du cours qui n’a pas été compris n’est
 pas la panacée.",,C2,C2,C2
910," Si les parents refont l’école à la maison, c’est perdu.",,B2,B2,B2
911,C’est comme s’ils redonnaient des épinards à celui qui ne les aime pas.,,B2,B2,B2
912,"S’ils s’y prennent autrement, alors c’est un plus , note elle, une enseignante de CM2.",,C2,C2,C2
913,"Comme le rappelle le directeur du laboratoire
 de psychologie cognitive de l’université de, Monsieur, le
 rôle des parents n’est pas de se transformer en
 répétiteur, mais de répondre à un besoin ou à une
 envie.",,C2,C2,C2
914,"Une limitation d’autant plus efficace que,
 comme le rappelle le chercheur, « les apprentissages distribués sont plus efficaces que les apprentissages regroupés ».",,C2,C2,C2
915,"Autrement dit, il ne faut pas
 dégainer des révisions tous les jours.",,C1,C1,C1
916,"« Une fois par
 semaine suffit en général à ne pas oublier une ou deux
 choses, et un peu plus à la veille de la rentrée »,
 estime-t-il.",,C2,C2,C2
917,Juste assez pour prendre la pleine mesure du bonheur d’être en vacances !,,B2,B2,B2
918,"Bonjour à tous, bienvenue dans Rue des écoles, le rendez-vous de l’éducation de France culture.",,C1,C1,C1
919,"Aujourd’hui, la classe inversée, une innovation pédagogique qui rencontre un succès sans précédent.",,C1,C1,C1
920,"On va vous expliquer
 de quoi il s’agit, et tenter de comprendre ce que signifie ce succès.",,"C1
","C1
","C1
"
921,"Vous êtes biologiste, militante passionnée de cette pédagogie, vous allez nous expliquer pourquoi le sujet
 vous passionne.",,C1,C1,C1
922,J’ajoute que vous êtes aussi fondatrice d’une association : Inversons la classe.,,C2,C2,C2
923,"Vous êtes professeur agrégé de sciences de la vie et de la terre, vous enseignez au lycée Dorian à Paris,
 dans le onzième arrondissement, et puis vous menez aussi une activité de recherche en sciences de l’éducation, notamment sur la question de la classe inversée, c’est pour ça que vous êtes avec nous aujourd’hui.",,C2,C2,C2
924,"Héloïse Dufour, donc je le disais, vous êtes biologiste.",,C1,C1,C1
925,"C’est parce que vous avez passé beaucoup de temps aux États-Unis
 ces dernières années que vous avez été sensibilisée à la classe inversée, une pédagogie qui est très répandue outreAtlantique ?",,C2,C2,C2
926,"Donc j’ai passé ces six dernières années aux États-Unis, et puis, là, j’ai entendu parler de la
 classe inversée par mes activités d’enseignement, et elle m’a intéressée pour deux raisons principales.",,C2,C2,C2
927,"La première, c’est
 que ça me paraît un moyen facilement transmissible de dépasser un enseignement transmissif.",,C2,C2,C2
928,"Et puis en outre, ça me
 paraît être un moyen prometteur pour lutter contre les inégalités et le décrochage scolaire.",,C2,C2,C2
929,"Et, comme vous le disiez, aux
 États-Unis, c’est vraiment quelque chose qui se répand à la vitesse de l’éclair.",,C1,C1,C1
930,"Donc, on reprend la définition de la classe inversée, c’est donc apprendre hors de la classe, et faire les
 exercices avec l’enseignant, ce qui permet de mettre tous les élèves en activité.",,C2,C2,C2
931,Vous dites que c’est moins inégalitaire ?,,B2,B2,B2
932,"Pourtant, le travail à la maison, on le sait, les devoirs, c’est très inégalitaire, car tous les enfants n’ont pas
 les mêmes possibilités de travailler chez eux : possibilités matérielles, la même aide aussi disponible de la part de leurs
 parents ou de leur entourage.",,C2,C2,C2
933,"Alors ce qui change dans la classe inversée, c’est la nature même du travail à la maison.",,C1,C1,C1
934,"dans un enseignement traditionnel, ce qu’on va demander aux élèves à la maison, c’est de faire des exercices
 qui peuvent être problématiques, même s’ils ont l’aide de les, des parents, et on sait que même dans les familles plus ou
 moins en difficulté, il y a un investissement des parents important.",,C2,C2,C2
935,"alors que dans une classe inversée, l’idée c’est de faire un travail à la maison qui est uniquement de regarder des leçons par exemple, ou de vraiment préparer le cours.",,C2,C2,C2
936,"C’est un travail qui est simple, et qui ne
 demande pas de capacités spécifiques des parents ou d’enseignants privés par exemple.",,C2,C2,C2
937,"Donc moi ce que j’ai fait,
 c’est que j’ai interviewé un certain nombre d’enseignants qui mettent en pratique la classe inversée, et il y en a un certain
 nombre qui, justement, se saisissent des nouvelles technologies, pour vérifier que le travail à la maison a été fait.",,C2,C2,C2
938,"C’est à
 dire que, en même temps qu’ils donnent des ressources à regarder ou à consulter, ils utilisent des questionnaires en ligne
 pour poser quelques questions très simples, vraiment de compréhension de base sur ce sur quoi portait la leçon, et ça leur
 permet, avant d’arriver en classe, d’une part de savoir si leurs élèves ont compris, d’autre part, s’ils ont effectivement fait le
 travail.",,C2,C2,C2
939,"Et pour les élèves, le fait de savoir que le prof sait, ça change les choses.",,B2,B2,B2
940,"ça fait partie des possibilités des nouvelles
 technologies, ça peut être aussi, oui, considéré comme une limite, parce que le contrôle devient, ma foi, très important.",,C2,C2,C2
941,Il faut aussi s’intéresser aux limites de cette pédagogie.,,B2,B2,B2
942,"Ça demande quand même un investissement professoral différent,
 peut-être plus important, parce qu’il faut beaucoup s’impliquer, et puis il faut être très actif dans sa classe.",,C2,C2,C2
943,"A l’origine, Bergmann et Sams, qui ont véritablement fait découvrir la méthode, ont travaillé
 avec des capsules vidéo, donc ce qui suppose un enregistrement.",,C2,C2,C2
944,Il faut les fabriquer.,,B1,B1,B1
945,"Il faut avoir les compétences, la technologie, pour les fabriquer, ou utiliser des capsules déjà existantes.",,C2,C2,C2
946,"Mais en règle générale, les enseignants aiment bien travailler avec leurs propres supports.",,B2,B2,B2
947,"Cela suppose de totalement
 repenser la classe évidemment, puisque le cours, le modèle transmissif classique doit être fait à la maison, donc il faut
 d’autres activités en classe, des activités qui vont supposer en effet des questionnaires à choix multiple, ou éventuellement
 l’utilisation de boîtiers de vote, des ateliers.",,C2,C2,C2
948,"Donc c’est un travail totalement différent pour l’enseignant, ça suppose un fort
 investissement, oui.",,C2,C2,C2
949,"Est-ce que on continue, avec cette classe inversée, à produire aussi des devoirs, des travaux un peu plus
 longs ?",,C2,C2,C2
950,"Là on parle de réponses à des Q.C.M, des petits exercices pour vérifier que la leçon a été comprise, mais il y a aussi
 une mobilisation de ces savoirs, traditionnellement dans la rédaction, la dissertation, dans des travaux un peu plus personnels.",,C2,C2,C2
951,"J’ai l’impression que on sort un peu de ces exercices, ces pratiques du champ avec la classe inversée ?",,C2,C2,C2
952,On n’est pas obligé de changer la façon d’évaluer les élèves.,,B2,B2,B2
953,"Ce qui change vraiment, c’est la façon
 de favoriser l’accès à la connaissance.",,B1,B1,B1
954,L’évaluation en elle-même n’a pas lieu forcément d’être changée.,,C1,C1,C1
955,"Et pour beaucoup d’enseignants que j’ai rencontrés, l’idée c’est pas d’augmenter la somme de travail à la
 maison, c’est juste vraiment d’en changer la nature.",,C2,C2,C2
956,"En termes de dissertation, de choses comme ça, moi j’ai rencontré des
 enseignants, en français par exemple, et qui utilisent la classe inversée pour faire produire aux élèves, en classe, des textes,
 et pour vraiment travailler avec eux, sur la production d’un texte, comment est-ce qu’on fait.",,C2,C2,C2
957,"Donc on intervient dans le travail personnel des élèves, c’est le faire avec l’élève.",,C1,C1,C1
958,C’est passer du face à face au côte à côte.,,B2,B2,B2
959,Ces pédagogies sont-elles séduisantes ?,,B1,B1,B1
960,Et pourquoi le sont-elles ?,,B1,B1,B1
961,"Elles sont séduisantes parce que c’est une rupture avec un modèle qui est ancien, c’est le modèle transmissif.",,C2,C2,C2
962,"Depuis le Moyen Âge, on est dans un modèle transmissif, avec l’enseignant au centre, les élèves autour, il récite le cours,
 et une cohorte d’élèves prend le cours.",,C2,C2,C2
963,"Donc l’idée de la classe inversée, c’est de se positionner de façon très pragmatique
 où c’est l’élève qui est au centre de la réflexion, c’est l’élève qui va construire son savoir, avec l’aide de l’enseignant et avec
 l’aide de ses camarades également.",,C2,C2,C2
964,Donc c’est séduisant parce qu’on remet l’élève au centre de la classe.,,B2,B2,B2
965,"Une idée qui ne séduit pas tout le monde pourtant, mais finalement, est-ce que la classe inversée, c’est
 abolir l’idée de transmission ?",,C2,C2,C2
966,Alors je pense que c’est là qu’il faut préciser qu’il n’y a pas un type de classe inversée.,,C1,C1,C1
967,Et je pense que c’est pour ça que la classe inversée marche aussi bien.,,C1,C1,C1
968,On peut faire une classe inversée en restant dans le transmissif.,,B1,B1,B1
969,On peut faire une classe inversée.,,C2,C2,C2
970,"c’est toujours l’enseignant qui donne les leçons à l’élève à apprendre, c’est toujours
 l’enseignant qui donne les exercices, et simplement qui se contente d’aider les élèves en classe.",,C2,C2,C2
971,"Moi je trouve que la classe
 inversée, c’est plus intéressant, justement, pour faire des tâches complexes, pour vraiment mettre l’élève en situation de
 production.",,C2,C2,C2
972,"Mais, encore une fois, pourquoi est-ce que ça séduit tant de gens ?",,C1,C1,C1
973,"Je pense que moi, tous les enseignants me l’ont dit, c’est vraiment cette idée d’interaction avec les élèves.",,C2,C2,C2
974,"Les enseignants qui sont en classe inversée, ils parlent à tous
 leurs élèves, tous les jours.",,B2,B2,B2
975,Et là on revient sur pourquoi est-ce que c’est un moyen de lutter contre le décrochage scolaire par exemple ?,,C2,C2,C2
976,Parce que ça renforce vraiment les interactions entre les enseignants et les élèves.,,B2,B2,B2
977,"Interactions entre les élèves, on en a un peu parlé, et j’aimerais beaucoup qu’on y revienne, c’est finalement
 favoriser quelque chose qui est assez laissé de côté, c’est les pédagogies coopératives dans l’école française, pédagogies
 qui sont peut-être plus adaptées au monde actuel, au monde professionnel aussi, quel que soit le type de métier d’ailleurs
 auquel on se destine.",,C2,C2,C2
978,Disons que la coopération fait partie de l’arsenal pédagogique des élèves.,,C1,C1,C1
979,Surtout avec les nouvelles technologies.,,B2,B2,B2
980,"Une fois rentrés chez eux, les élèves que j’ai pu étudier au lycée Dorian vont sur des plates-formes, alors pas
 forcément les plates-formes académiques type ENT, mais vont par exemple sur Facebook, ils coopèrent, ils s’échangent des
 informations sur les cours, sur les exercices.",,C2,C2,C2
